"country","sex","age_bands","pr_edu_adv","pr_edu_basic","pr_edu_inter","pr_edu_lt_basic","pr_emp_edu_adv","pr_emp_edu_basic","pr_emp_edu_inter","pr_emp_edu_lt_basic","pr_emp_edu_tot","age_grp_start"
"Afghanistan","Female","Age (10-year bands): 05-15",0,0.406647822781828,0,0.593352177218172,0,0,0,0,0,5
"Afghanistan","Female","Age (10-year bands): 15-24",0.0897190191186915,0.199995003515384,0.116933800147753,0.593352177218172,0.2021,0.1222,0.0977,0.1836,0.156,15
"Afghanistan","Female","Age (10-year bands): 25-34",0.0658093237720995,0.0580667866677725,0.0302102410408265,0.845913648519302,0.3997,0.1419,0.0991,0.2176,0.2117,25
"Afghanistan","Female","Age (10-year bands): 35-44",0.0498370327778177,0.0446245816445471,0.0177779583316406,0.887760427245994,0.6767,0.1638,0.1829,0.236,0.2383,35
"Afghanistan","Female","Age (10-year bands): 45-54",0.0505713087290718,0.0435114388085648,0.0130736460159997,0.892843606446364,0.8753,0.2245,0.2279,0.2005,0.2092,45
"Afghanistan","Female","Age (10-year bands): 55-64",0.0398528510116493,0.03068669527897,0,0.929460453709381,0.7287,0.0834,0.1252,0.1239,0.1252,55
"Afghanistan","Female","Age (10-year bands): 65+",0,0,0,1,0.0311,0.0311,0.0311,0.0313,0.0311,65
"Afghanistan","Male","Age (10-year bands): 05-15",0,0.611029839201726,0,0.388970160798274,0,0,0,0,0,5
"Afghanistan","Male","Age (10-year bands): 15-24",0.0653438162085814,0.331598398262783,0.214087624730361,0.388970160798274,0.3064,0.4344,0.38,0.738,0.4904,15
"Afghanistan","Male","Age (10-year bands): 25-34",0.112695576700809,0.21576227957348,0.138735051697031,0.53280709202868,0.7368,0.8585,0.8341,0.8339,0.8247,25
"Afghanistan","Male","Age (10-year bands): 35-44",0.0759759821927635,0.202918248187008,0.0903133998014417,0.630792369818786,0.961,0.8821,0.9219,0.8586,0.8756,35
"Afghanistan","Male","Age (10-year bands): 45-54",0.0682585730045635,0.201618300347866,0.108482198837067,0.621640927810504,0.9484,0.794,0.8484,0.7669,0.7906,45
"Afghanistan","Male","Age (10-year bands): 55-64",0.0918601040291903,0.164001242139585,0.103092040325174,0.64104661350605,0.8576,0.6091,0.7235,0.5689,0.6077,55
"Afghanistan","Male","Age (10-year bands): 65+",0.0388849467815509,0.142990369994932,0.0805068423720223,0.737617840851495,0.3523,0.3407,0.4021,0.2721,0.2884,65
"Algeria","Female","Age (10-year bands): 05-15",0,0.987341772151899,0,0.0126582278481013,0,0,0,0,0,5
"Algeria","Female","Age (10-year bands): 15-24",0.462025316455696,0.0632911392405063,0.462025316455696,0.0126582278481013,0.251875,0.221853333333333,0.203158333333333,0.327969230769231,0.24308,15
"Algeria","Female","Age (10-year bands): 25-34",0.489010989010989,0.104395604395604,0.370879120879121,0.0357142857142857,0.57786,0.522366666666667,0.5196,0.480084615384615,0.51402,25
"Algeria","Female","Age (10-year bands): 35-44",0.505649717514124,0.132768361581921,0.254237288135593,0.107344632768362,0.798186666666667,0.626513333333333,0.708957142857143,0.553614285714286,0.61474,35
"Algeria","Female","Age (10-year bands): 45-54",0.412037037037037,0.175925925925926,0.231481481481481,0.180555555555556,0.8178,0.633386666666667,0.750057142857143,0.577628571428571,0.603886666666667,45
"Algeria","Female","Age (10-year bands): 55-64",0.142857142857143,0.232142857142857,0.160714285714286,0.464285714285714,0.589391666666667,0.531093333333333,0.609708333333333,0.472692857142857,0.491486666666667,55
"Algeria","Female","Age (10-year bands): 65+",0,0.25,0,0.75,0.255766666666667,0.364853846153846,0.333577777777778,0.263785714285714,0.27406,65
"Algeria","Male","Age (10-year bands): 05-15",0,0.993215739484396,0,0.0067842605156038,0,0,0,0,0,5
"Algeria","Male","Age (10-year bands): 15-24",0.23134328358209,0.135006784260516,0.626865671641791,0.0067842605156038,0.30205,0.273766666666667,0.246423076923077,0.441441666666667,0.297033333333333,15
"Algeria","Male","Age (10-year bands): 25-34",0.265679781846513,0.173743669653292,0.539540319439034,0.0210362290611609,0.674713333333333,0.709813333333333,0.681071428571429,0.685885714285714,0.70106,25
"Algeria","Male","Age (10-year bands): 35-44",0.307030854830551,0.17298937784522,0.458270106221548,0.0617096611026808,0.86552,0.785893333333333,0.850171428571429,0.730276923076923,0.785273333333333,35
"Algeria","Male","Age (10-year bands): 45-54",0.228406909788868,0.301343570057582,0.320537428023033,0.149712092130518,0.892433333333333,0.770793333333333,0.835746153846154,0.710073333333333,0.76946,45
"Algeria","Male","Age (10-year bands): 55-64",0.137223974763407,0.313880126182965,0.162460567823344,0.386435331230284,0.72626,0.631253333333333,0.654938461538461,0.64588,0.65364,55
"Algeria","Male","Age (10-year bands): 65+",0.0273972602739726,0.164383561643836,0.0821917808219178,0.726027397260274,0.430941666666667,0.38082,0.387463636363636,0.42512,0.39812,65
"Argentina","Female","Age (10-year bands): 05-15",0,0.994354792404528,0,0.00564520759547207,0,0,0,0,0,5
"Argentina","Female","Age (10-year bands): 15-24",0.071655344041162,0.247104922996343,0.675594525367023,0.00564520759547207,0.7121,0.1127,0.3192,0.1198,0.2288,15
"Argentina","Female","Age (10-year bands): 25-34",0.293161376136641,0.170503084704137,0.52947148242631,0.00686405673291189,0.852,0.4242,0.598,0.3342,0.6083,25
"Argentina","Female","Age (10-year bands): 35-44",0.373038804507199,0.21943510568543,0.386932274885792,0.0205938149215791,0.89,0.5466,0.6644,0.4185,0.691,35
"Argentina","Female","Age (10-year bands): 45-54",0.351469257528397,0.275388054603641,0.339768130393469,0.0333745574744926,0.8508,0.5759,0.6685,0.5015,0.6828,45
"Argentina","Female","Age (10-year bands): 55-64",0.305106203034673,0.299564261569131,0.33480155384482,0.0605279815513759,0.6347,0.3912,0.4893,0.35,0.4759,55
"Argentina","Female","Age (10-year bands): 65+",0.274736289245893,0.36439995028486,0.241322903845306,0.119540856623941,0.1985,0.09,0.1052,0.081,0.1087,65
"Argentina","Male","Age (10-year bands): 05-15",0,0.980428077067684,0,0.0195719229323164,0,0,0,0,0,5
"Argentina","Male","Age (10-year bands): 15-24",0.0295314861847507,0.437674081349222,0.513222509533711,0.0195719229323164,0.6659,0.2752,0.438,0.5193,0.3478,15
"Argentina","Male","Age (10-year bands): 25-34",0.159563117852904,0.286504474205884,0.532177664825255,0.0217547431159566,0.9356,0.8158,0.8272,0.7444,0.8295,25
"Argentina","Male","Age (10-year bands): 35-44",0.206505110358467,0.333969471155372,0.425622369583571,0.0339030489025901,0.9633,0.8527,0.9152,0.7713,0.8919,35
"Argentina","Male","Age (10-year bands): 45-54",0.22580701408103,0.372526892332329,0.357380143160738,0.0442859504259042,0.9451,0.8467,0.8863,0.7951,0.8775,45
"Argentina","Male","Age (10-year bands): 55-64",0.208984258882947,0.397935166207132,0.315993836491595,0.0770867384183252,0.8578,0.7343,0.7986,0.5959,0.7644,55
"Argentina","Male","Age (10-year bands): 65+",0.248518687613359,0.352274173147019,0.294341449054081,0.104865690185541,0.3992,0.193,0.2814,0.1731,0.2458,65
"Bangladesh","Female","Age (10-year bands): 05-15",0,0.890072347047123,0,0.109927652952877,0,0,0,0,0,5
"Bangladesh","Female","Age (10-year bands): 15-24",0.0281657027319321,0.488250986078442,0.373655658236749,0.109927652952877,0.3167,0.2679,0.1571,0.3062,0.2192,15
"Bangladesh","Female","Age (10-year bands): 25-34",0.0735103609836495,0.459803354630056,0.227514224659349,0.239172059726945,0.4281,0.4273,0.3441,0.4448,0.4093,25
"Bangladesh","Female","Age (10-year bands): 35-44",0.0399616283527536,0.344268646427951,0.121560016077852,0.494209709141443,0.5469,0.4531,0.3564,0.5139,0.4684,35
"Bangladesh","Female","Age (10-year bands): 45-54",0.0283271607445392,0.226012463560316,0.0698902031680603,0.675770172527084,0.5683,0.3571,0.3046,0.4305,0.4029,45
"Bangladesh","Female","Age (10-year bands): 55-64",0.0140045586218506,0.154860708333566,0.0393514215576382,0.791783311486945,0.3627,0.2095,0.1904,0.2738,0.258,55
"Bangladesh","Female","Age (10-year bands): 65+",0.00578202391561146,0.11162345691805,0.026758267188914,0.855836251977425,0.08,0.0911,0.1025,0.0862,0.0871,65
"Bangladesh","Male","Age (10-year bands): 05-15",0,0.835435684023191,0,0.164564315976809,0,0,0,0,0,5
"Bangladesh","Male","Age (10-year bands): 15-24",0.0244472801677297,0.51961962690572,0.291368776949742,0.164564315976809,0.5067,0.6702,0.2733,0.7669,0.49,15
"Bangladesh","Male","Age (10-year bands): 25-34",0.10777647714466,0.424125270100834,0.241945512526408,0.226152740228098,0.7952,0.9636,0.8857,0.9484,0.9222,25
"Bangladesh","Male","Age (10-year bands): 35-44",0.0870791549240617,0.32862216561547,0.198279858754594,0.386018820705874,0.9785,0.9713,0.962,0.9613,0.9662,35
"Bangladesh","Male","Age (10-year bands): 45-54",0.079847403374589,0.266875695007886,0.173902038131086,0.47937486348644,0.9639,0.9484,0.9482,0.9483,0.9495,45
"Bangladesh","Male","Age (10-year bands): 55-64",0.05011789948952,0.238187627047757,0.171221587030911,0.540472886431812,0.7813,0.8562,0.8106,0.8567,0.8442,55
"Bangladesh","Male","Age (10-year bands): 65+",0.0335307854153661,0.198880488312409,0.143656794062565,0.62393193220966,0.3547,0.4835,0.5032,0.4686,0.4711,65
"Brazil","Female","Age (10-year bands): 05-15",0,0.993800243140778,0,0.00619975685922173,0,0,0,0,0,5
"Brazil","Female","Age (10-year bands): 15-24",0.113170801553292,0.20296457991013,0.677664861677357,0.00619975685922173,0.6724,0.1534,0.45,0.1419,0.3372,15
"Brazil","Female","Age (10-year bands): 25-34",0.372815126310462,0.100028517033333,0.510998005711976,0.016158350944228,0.8028,0.4357,0.6129,0.2982,0.6245,25
"Brazil","Female","Age (10-year bands): 35-44",0.356170144932229,0.143001672126926,0.43377264675824,0.0670555361826047,0.8264,0.5661,0.6709,0.4366,0.6604,35
"Brazil","Female","Age (10-year bands): 45-54",0.290450692110334,0.213424930773456,0.364435958494873,0.131688418621337,0.7935,0.5312,0.641,0.4291,0.5996,45
"Brazil","Female","Age (10-year bands): 55-64",0.282461731801958,0.316864134671236,0.296483795531544,0.104190337995262,0.5295,0.3065,0.4368,0.2313,0.362,55
"Brazil","Female","Age (10-year bands): 65+",0.286759967598819,0.39568085788884,0.213369960754974,0.104189213757366,0.1891,0.0828,0.1422,0.046,0.0919,65
"Brazil","Male","Age (10-year bands): 05-15",0,0.978530416290354,0,0.0214695837096456,0,0,0,0,0,5
"Brazil","Male","Age (10-year bands): 15-24",0.0623052087937913,0.295724296981672,0.620500910514891,0.0214695837096456,0.7432,0.303,0.6141,0.3756,0.4668,15
"Brazil","Male","Age (10-year bands): 25-34",0.247653956901166,0.178965486999122,0.52789514709848,0.0454854090012319,0.8866,0.7818,0.8328,0.6402,0.8196,25
"Brazil","Male","Age (10-year bands): 35-44",0.239479295970761,0.201238640739561,0.431316775085853,0.127965288203825,0.9374,0.8295,0.8792,0.7281,0.853,35
"Brazil","Male","Age (10-year bands): 45-54",0.186451405946588,0.264635332589132,0.337818271317026,0.211094990147253,0.899,0.8008,0.8409,0.7102,0.8044,45
"Brazil","Male","Age (10-year bands): 55-64",0.197537763700233,0.370116005860397,0.269397737237174,0.162948493202196,0.7309,0.6037,0.6531,0.542,0.6223,55
"Brazil","Male","Age (10-year bands): 65+",0.259887745548087,0.421518058888342,0.171911740698855,0.146682454864716,0.3868,0.2184,0.2984,0.1474,0.23,65
"China","Female","Age (10-year bands): 05-15",0,0.995584575450239,0,0.0044154245497605,0,0,0,0,0,5
"China","Female","Age (10-year bands): 15-24",0.168866251994556,0.203511954041483,0.6232063694142,0.0044154245497605,0.60204,0.14728,0.30306,0.0131,0.23214,15
"China","Female","Age (10-year bands): 25-34",0.287084410040571,0.182532312670694,0.52844115260433,0.00194212468440474,0.77768,0.40742,0.52746,0.1216,0.54766,25
"China","Female","Age (10-year bands): 35-44",0.304455446688212,0.229991836967347,0.460911848145098,0.00464086819934314,0.82096,0.39228,0.54258,0.511,0.5353,35
"China","Female","Age (10-year bands): 45-54",0.189718632055864,0.37212309512864,0.427371347627535,0.0107869251879609,0.79376,0.39526,0.56168,0.25245,0.49448,45
"China","Female","Age (10-year bands): 55-64",0.187837867723157,0.472940939677986,0.296574953473156,0.0426462391257005,0.60994,0.28912,0.38328,0.14945,0.33972,55
"China","Female","Age (10-year bands): 65+",0.130553376305095,0.663713260824681,0.14323828003815,0.0624950828320745,0.26985,0.13886,0.180425,0.04075,0.13982,65
"China","Male","Age (10-year bands): 05-15",0,0.994377056084394,0,0.00562294391560597,0,0,0,0,0,5
"China","Male","Age (10-year bands): 15-24",0.0962972180806153,0.372329453798801,0.525750384204978,0.00562294391560597,0.6767,0.42658,0.50742,0.027,0.42692,15
"China","Male","Age (10-year bands): 25-34",0.200965875007822,0.304006174972675,0.487628472458446,0.00739947756105749,0.89384,0.7478,0.8013,0.277566666666667,0.7848,25
"China","Male","Age (10-year bands): 35-44",0.207960236301777,0.347739410546519,0.434451357168859,0.00984899598284388,0.92536,0.79314,0.84782,0.8232,0.83262,35
"China","Male","Age (10-year bands): 45-54",0.170467630406352,0.442690330093565,0.367296390608796,0.0195456488912871,0.895,0.77704,0.83818,0.690133333333333,0.81134,45
"China","Male","Age (10-year bands): 55-64",0.127418956646082,0.503527144993033,0.320885704604618,0.048168193756267,0.74982,0.60058,0.69454,0.522225,0.64212,55
"China","Male","Age (10-year bands): 65+",0.126855536158793,0.561942975550598,0.228713098711874,0.0824883895787358,0.464475,0.33528,0.47766,0.2124,0.36052,65
"Colombia","Female","Age (10-year bands): 05-15",0,0.996990738540852,0,0.003009261459148,0,0,0,0,0,5
"Colombia","Female","Age (10-year bands): 15-24",0.395103786817053,0.181948791683414,0.419938160040384,0.003009261459148,0.4155,0.196,0.3559,0.1517,0.3238,15
"Colombia","Female","Age (10-year bands): 25-34",0.462408992351815,0.16461555296945,0.365936851793006,0.00703860288572898,0.7332,0.481,0.6049,0.3251,0.6261,25
"Colombia","Female","Age (10-year bands): 35-44",0.373782766073969,0.27567006601013,0.33691657836151,0.0136305895543911,0.7864,0.5799,0.6549,0.3906,0.6665,35
"Colombia","Female","Age (10-year bands): 45-54",0.267682256414167,0.421471334057847,0.280762158371836,0.0300842511561496,0.7758,0.5661,0.6311,0.4507,0.6244,45
"Colombia","Female","Age (10-year bands): 55-64",0.214796944036677,0.518077440395699,0.211903505029395,0.0552221105382285,0.593,0.4259,0.4727,0.3437,0.4572,55
"Colombia","Female","Age (10-year bands): 65+",0.0903557702733636,0.650133127718275,0.0995698950640338,0.159941206944327,0.172,0.1749,0.1649,0.1595,0.1708,65
"Colombia","Male","Age (10-year bands): 05-15",0,0.991351059564862,0,0.00864894043513773,0,0,0,0,0,5
"Colombia","Male","Age (10-year bands): 15-24",0.231521451634636,0.338981323911282,0.420848284018944,0.00864894043513773,0.4505,0.443,0.5736,0.3666,0.4894,15
"Colombia","Male","Age (10-year bands): 25-34",0.328085999277943,0.274326437451708,0.382754250983093,0.0148333122872561,0.8492,0.9028,0.8954,0.6393,0.8767,25
"Colombia","Male","Age (10-year bands): 35-44",0.265095517261485,0.373200106542561,0.333140302241634,0.0285640739543192,0.9103,0.9218,0.9177,0.7742,0.9123,35
"Colombia","Male","Age (10-year bands): 45-54",0.188643839309787,0.505656896352502,0.254481377344683,0.0512178869930285,0.9027,0.9056,0.8873,0.8379,0.8966,45
"Colombia","Male","Age (10-year bands): 55-64",0.173417412755383,0.549989245748466,0.191581884313092,0.085011457183059,0.8029,0.8094,0.7498,0.8,0.7955,55
"Colombia","Male","Age (10-year bands): 65+",0.106935163378998,0.63340714276011,0.0810676967877462,0.178589997073145,0.3382,0.4125,0.3164,0.4266,0.396,65
"Democratic Republic of the Congo","Female","Age (10-year bands): 05-15",0,0.648309517021897,0,0.351690482978103,0,0,0,0,0,5
"Democratic Republic of the Congo","Female","Age (10-year bands): 15-24",0.0174029073857484,0.305982242639128,0.32492436699702,0.351690482978103,0.1012,0.4497,0.2232,0.6648,0.3663,15
"Democratic Republic of the Congo","Female","Age (10-year bands): 25-34",0.0421322512058825,0.280318002837046,0.311290929585283,0.366258816371788,0.3979,0.7776,0.5942,0.8082,0.6972,25
"Democratic Republic of the Congo","Female","Age (10-year bands): 35-44",0.0441766497221334,0.295409402607867,0.279373543167934,0.381040404502066,0.6241,0.8065,0.6723,0.8266,0.7608,35
"Democratic Republic of the Congo","Female","Age (10-year bands): 45-54",0.0228319808533712,0.296827904715605,0.224258161624472,0.456081952806552,0.7382,0.8095,0.6871,0.8002,0.7732,45
"Democratic Republic of the Congo","Female","Age (10-year bands): 55-64",0.0161395669228106,0.2849095763096,0.134348867339327,0.564601989428262,0.4915,0.7402,0.6261,0.7422,0.7198,55
"Democratic Republic of the Congo","Female","Age (10-year bands): 65+",0.00312249275167238,0.210678818943241,0.0688170481373968,0.71738164016769,0.2183,0.4943,0.5659,0.4609,0.472,65
"Democratic Republic of the Congo","Male","Age (10-year bands): 05-15",0,0.864939949945948,0,0.135060050054052,0,0,0,0,0,5
"Democratic Republic of the Congo","Male","Age (10-year bands): 15-24",0.0290348058307541,0.285825916546961,0.550079227568232,0.135060050054052,0.1882,0.3767,0.228,0.5307,0.2858,15
"Democratic Republic of the Congo","Male","Age (10-year bands): 25-34",0.0973294111112971,0.245960089474781,0.51780485562939,0.138905643784532,0.5412,0.8642,0.7836,0.8461,0.7775,25
"Democratic Republic of the Congo","Male","Age (10-year bands): 35-44",0.121415290673407,0.228967516148523,0.521703672785544,0.127913520392527,0.8006,0.9126,0.8921,0.9028,0.8865,35
"Democratic Republic of the Congo","Male","Age (10-year bands): 45-54",0.120908219628615,0.24923135008442,0.502607954398279,0.127252475888686,0.8551,0.9159,0.8849,0.832,0.8814,45
"Democratic Republic of the Congo","Male","Age (10-year bands): 55-64",0.116220758089039,0.296536808691953,0.440105939847618,0.147136493371389,0.8212,0.87,0.8886,0.7909,0.8621,55
"Democratic Republic of the Congo","Male","Age (10-year bands): 65+",0.0596902111542258,0.39835927366158,0.301603210574185,0.240347304610009,0.6687,0.6623,0.6454,0.6265,0.6446,65
"Egypt","Female","Age (10-year bands): 05-15",0,0.926415298826165,0,0.0735847011738355,0,0,0,0,0,5
"Egypt","Female","Age (10-year bands): 15-24",0,0.00580724738280353,0.920608051443361,0.0735847011738355,0.0455,0.0191,0.1084,0.0189,0.0455,15
"Egypt","Female","Age (10-year bands): 25-34",0,0.00464730420132494,0.900260172325989,0.0950925234726862,0.1461,0.0577,0.1776,0.0969,0.1461,25
"Egypt","Female","Age (10-year bands): 35-44",0,0.00396613826905839,0.774545821813178,0.221488039917764,0.193,0.1643,0.2511,0.1398,0.193,35
"Egypt","Female","Age (10-year bands): 45-54",0,0.00253428117338327,0.667926620424557,0.32953909840206,0.2111,0.1861,0.3563,0.1361,0.2111,45
"Egypt","Female","Age (10-year bands): 55-64",0,0,0.660143266966179,0.339856733033821,0.1456,0.1456,0.3811,0.0766,0.1456,55
"Egypt","Female","Age (10-year bands): 65+",0,0,0.0788462749543422,0.921153725045658,0.0232,0.0232,0.0142,0.0232,0.0232,65
"Egypt","Male","Age (10-year bands): 05-15",0,0.866486789212539,0,0.133513210787461,0,0,0,0,0,5
"Egypt","Male","Age (10-year bands): 15-24",0,0.0194162250244365,0.847070564188103,0.133513210787461,0.3132,0.2291,0.5243,0.1355,0.3132,15
"Egypt","Male","Age (10-year bands): 25-34",0,0.0221092860104456,0.872499960927911,0.105390753061643,0.8705,0.912,0.8681,0.7526,0.8705,25
"Egypt","Male","Age (10-year bands): 35-44",0,0.00957133013850287,0.814461898162843,0.175966771698654,0.9449,0.9043,0.9521,0.9148,0.9449,35
"Egypt","Male","Age (10-year bands): 45-54",0,0.00553810472603415,0.717516693600319,0.276945201673647,0.9169,0.9115,0.9327,0.9055,0.9169,45
"Egypt","Male","Age (10-year bands): 55-64",0,0.00633173388060659,0.528681121987908,0.464987144131486,0.6436,0.7027,0.6213,0.6825,0.6436,55
"Egypt","Male","Age (10-year bands): 65+",0,0,0.180690157940424,0.819309842059576,0.1888,0.1888,0.0995,0.2224,0.1888,65
"Ethiopia","Female","Age (10-year bands): 05-15",0,0.646791918089703,0,0.353208081910297,0,0,0,0,0,5
"Ethiopia","Female","Age (10-year bands): 15-24",0.00624010174544459,0.589976844718091,0.0505749716261674,0.353208081910297,0.6629,0.6307,0.5256,0.7984,0.6767,15
"Ethiopia","Female","Age (10-year bands): 25-34",0.0127313229534384,0.236844747772586,0.0754173959734702,0.675006533300506,0.8816,0.7167,0.7574,0.8311,0.798,25
"Ethiopia","Female","Age (10-year bands): 35-44",0.00382294019016297,0.171032558420768,0.0467849274551305,0.778359573933938,0.9244,0.7515,0.7834,0.8338,0.8166,35
"Ethiopia","Female","Age (10-year bands): 45-54",0.00231668133791026,0.0855270101791463,0.0273999538163896,0.884756354666554,0.9889,0.6589,0.715,0.7795,0.7676,45
"Ethiopia","Female","Age (10-year bands): 55-64",0.000883842085433001,0.0364785733442348,0.0113086183289738,0.951328966241358,0.7944,0.4019,0.4339,0.6481,0.6328,55
"Ethiopia","Female","Age (10-year bands): 65+",0,0.0256844103274481,0.00550979372425148,0.9688057959483,0.3341,0.2934,0.3854,0.3353,0.3341,65
"Ethiopia","Male","Age (10-year bands): 05-15",0,0.774043030032158,0,0.225956969967842,0,0,0,0,0,5
"Ethiopia","Male","Age (10-year bands): 15-24",0.0077068584076588,0.723419052158159,0.0429171194663401,0.225956969967842,0.7105,0.7469,0.553,0.9187,0.77,15
"Ethiopia","Male","Age (10-year bands): 25-34",0.0350122341365254,0.480049809684409,0.114014114647956,0.370923841531109,0.9373,0.9328,0.8918,0.9641,0.9405,25
"Ethiopia","Male","Age (10-year bands): 35-44",0.0172884502430434,0.414917624833458,0.0895374894403048,0.478256435483194,0.9724,0.9693,0.9353,0.9728,0.9685,35
"Ethiopia","Male","Age (10-year bands): 45-54",0.0117580802711249,0.325636278595776,0.0703953011314902,0.592210340001609,0.9835,0.9659,0.9501,0.9606,0.9618,45
"Ethiopia","Male","Age (10-year bands): 55-64",0.00726005745090156,0.218099346348675,0.044457688701447,0.730182907498976,0.9486,0.9048,0.775,0.9032,0.9005,55
"Ethiopia","Male","Age (10-year bands): 65+",0.000886394006779521,0.131097570413633,0.0104365413091596,0.857579494270428,0.4594,0.6853,0.33,0.6754,0.6749,65
"France","Female","Age (10-year bands): 05-15",0,0.995916258252744,0,0.00408374174725637,0,0,0,0,0,5
"France","Female","Age (10-year bands): 15-24",0.371498074194202,0.0992976472973134,0.525120536761228,0.00408374174725637,0.5834,0.0657,0.3399,0.2779,0.2779,15
"France","Female","Age (10-year bands): 25-34",0.591303929322568,0.0621757984018327,0.342372930299564,0.00414734197603551,0.8526,0.3779,0.6735,0.28,0.7334,25
"France","Female","Age (10-year bands): 35-44",0.560680507134257,0.0863781313366757,0.344387975438366,0.00855338609070187,0.8797,0.4906,0.7603,0.3076,0.7806,35
"France","Female","Age (10-year bands): 45-54",0.445086739055029,0.128918777254447,0.416625116431612,0.00936936725891169,0.8918,0.5928,0.7951,0.3313,0.7872,45
"France","Female","Age (10-year bands): 55-64",0.328457756005515,0.215483396880764,0.443800009300646,0.0122588378130746,0.6404,0.3947,0.5275,0.2789,0.5092,55
"France","Female","Age (10-year bands): 65+",0.333965637537066,0.326557866736438,0.339476495726496,0,0.0512,0.0148,0.0275,0.0237,0.0237,65
"France","Male","Age (10-year bands): 05-15",0,0.994636070053828,0,0.00536392994617204,0,0,0,0,0,5
"France","Male","Age (10-year bands): 15-24",0.243706764642666,0.192116417695242,0.55881288771592,0.00536392994617204,0.6023,0.1179,0.4061,0.2928,0.314,15
"France","Male","Age (10-year bands): 25-34",0.472662358031757,0.107594447943182,0.413315860932782,0.00642733309227966,0.8853,0.6518,0.8276,0.4368,0.8261,25
"France","Male","Age (10-year bands): 35-44",0.441911080920659,0.120170266190805,0.426210207290488,0.0117084455980477,0.9303,0.7208,0.872,0.6419,0.8726,35
"France","Male","Age (10-year bands): 45-54",0.359112620507204,0.166289317643396,0.460542194737696,0.014055867111703,0.9253,0.7391,0.8582,0.7406,0.8552,45
"France","Male","Age (10-year bands): 55-64",0.325075114670739,0.200074172859598,0.462186492000465,0.0126642204691978,0.7084,0.4413,0.5442,0.4489,0.555,55
"France","Male","Age (10-year bands): 65+",0.448858541432947,0.190730913904406,0.323521305544449,0.0368892391181985,0.1042,0.0192,0.0387,0.032,0.0444,65
"Germany","Female","Age (10-year bands): 05-15",0,1,0,0,0,0,0,0,0,5
"Germany","Female","Age (10-year bands): 15-24",0.139657075767502,0.296686762074776,0.563656162157722,0,0.7617,0.2695,0.6531,0.4612,0.4612,15
"Germany","Female","Age (10-year bands): 25-34",0.48649679106229,0.0833767293582338,0.430126479579477,0,0.8499,0.4526,0.8,0.7728,0.7728,25
"Germany","Female","Age (10-year bands): 35-44",0.412067716715148,0.110036634472736,0.477895648812116,0,0.8686,0.5693,0.8492,0.8153,0.8153,35
"Germany","Female","Age (10-year bands): 45-54",0.299343869627726,0.141465989448541,0.559190140923733,0,0.9085,0.6262,0.863,0.8395,0.8395,45
"Germany","Female","Age (10-year bands): 55-64",0.290388568291279,0.149770230496629,0.559841201212091,0,0.7964,0.499,0.691,0.6838,0.6838,55
"Germany","Female","Age (10-year bands): 65+",0.290310400398608,0.227586086089983,0.482103513511409,0,0.1003,0.0292,0.0582,0.0546,0.0546,65
"Germany","Male","Age (10-year bands): 05-15",0,1,0,0,0,0,0,0,0,5
"Germany","Male","Age (10-year bands): 15-24",0.0868034417726469,0.41636851076148,0.496828047465873,0,0.7459,0.3681,0.6715,0.5064,0.5064,15
"Germany","Male","Age (10-year bands): 25-34",0.467599453201201,0.135369971488466,0.397030575310333,0,0.9192,0.7058,0.8814,0.8692,0.8692,25
"Germany","Male","Age (10-year bands): 35-44",0.466456085577253,0.142717898067313,0.390826016355434,0,0.9611,0.7461,0.9216,0.9114,0.9114,35
"Germany","Male","Age (10-year bands): 45-54",0.418569074333149,0.150081469384418,0.431349456282432,0,0.9581,0.7724,0.9045,0.9057,0.9057,45
